seed_id	annotation
fig|391904.5.peg.2233	"SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-dependent"
fig|391904.5.peg.2234	LSU ribosomal protein L5p (L11e)
fig|391904.5.peg.2235	LSU ribosomal protein L24p (L26e)
fig|391904.5.peg.2236	LSU ribosomal protein L14p (L23e)
fig|391904.5.peg.2237	SSU ribosomal protein S17p (S11e)
fig|391904.5.peg.2238	LSU ribosomal protein L29p (L35e)
fig|391904.5.peg.2239	LSU ribosomal protein L16p (L10e)
fig|391904.5.peg.2240	SSU ribosomal protein S3p (S3e)
fig|391904.5.peg.2241	LSU ribosomal protein L22p (L17e)
fig|391904.5.peg.2242	SSU ribosomal protein S19p (S15e)
fig|391904.5.peg.2243	LSU ribosomal protein L2p (L8e)
fig|391904.5.peg.2244	LSU ribosomal protein L23p (L23Ae)
fig|391904.5.peg.2245	LSU ribosomal protein L4p (L1e)
fig|391904.5.peg.2246	LSU ribosomal protein L3p (L3e)
fig|391904.5.peg.2247	SSU ribosomal protein S10p (S20e)
fig|391904.5.peg.2248	Alpha-acetolactate decarboxylase (EC 4.1.1.5)
fig|391904.5.peg.2249	Alcohol dehydrogenase (EC 1.1.1.1) / Acetaldehyde dehydrogenase (EC 1.2.1.10)
fig|391904.5.peg.2250	"Predicted mannitol operon activator, ROK family"
fig|391904.5.peg.2251	Glycogen debranching enzyme (EC 3.2.1.-)
fig|391904.5.peg.2252	SSU ribosomal protein S9p (S16e)
fig|391904.5.peg.2253	LSU ribosomal protein L13p (L13Ae)
fig|391904.5.peg.2254	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)
fig|391904.5.peg.2255	hypothetical protein
fig|391904.5.peg.2256	FIG000605: protein co-occurring with transport systems (COG1739)
fig|391904.5.peg.2257	Phosphoglycerate dehydrogenase
fig|391904.5.peg.2258	hypothetical protein
fig|391904.5.peg.2259	DNA polymerase IV (EC 2.7.7.7)
fig|391904.5.peg.2260	"N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17), type 2"
fig|391904.5.peg.2261	"4Fe-4S ferredoxin, iron-sulfur binding"
fig|391904.5.peg.2262	Amino acid permease-associated region precursor
fig|391904.5.peg.2263	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98)
fig|391904.5.peg.2264	"LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-dependent"
fig|391904.5.peg.2265	Methionine gamma-lyase (EC 4.4.1.11)
fig|391904.5.peg.2266	Heat shock protein 60 family co-chaperone GroES
fig|391904.5.peg.2267	hypothetical protein
fig|391904.5.peg.2268	Ribosomal-protein-S5p-alanine acetyltransferase (EC 2.3.1.128)
fig|391904.5.peg.2269	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)
fig|391904.5.peg.2270	hypothetical protein
fig|391904.5.peg.2271	hypothetical protein
fig|391904.5.peg.2272	hypothetical protein
fig|391904.5.peg.2273	hypothetical protein
fig|391904.5.peg.2274	hypothetical protein
fig|391904.5.peg.2275	hypothetical protein
fig|391904.5.peg.2276	LSU ribosomal protein L7/L12 (P1/P2)
fig|391904.5.peg.2277	LSU ribosomal protein L10p (P0)
fig|391904.5.peg.2278	hypothetical protein
fig|391904.5.peg.2279	Xanthine/uracil/thiamine/ascorbate permease family protein
fig|391904.5.peg.2280	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)
fig|391904.5.peg.2281	SSU ribosomal protein S15p (S13e)
fig|391904.5.peg.2282	"ABC transporter, ATP-binding protein"
fig|391904.5.peg.2283	ABC transporter related
fig|391904.5.peg.2284	Lantibiotic response regulator
fig|391904.5.peg.2285	hypothetical protein
fig|391904.5.peg.2286	hypothetical protein
fig|391904.5.peg.2287	response regulator of two-component system
fig|391904.5.peg.2288	IS30 family transposase
fig|391904.5.peg.2289	Mobile element protein
fig|391904.5.peg.2290	Membrane protein involved in the export of O-antigen and teichoic acid
fig|391904.5.peg.2291	hypothetical protein
fig|391904.5.peg.2292	hypothetical protein
fig|391904.5.peg.2293	Holo-[acyl-carrier protein] synthase (EC 2.7.8.7)
fig|391904.5.peg.2294	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)
fig|391904.5.peg.2295	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)
fig|391904.5.peg.2296	Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14) / Biotin carboxyl carrier protein of acetyl-CoA carboxylase
fig|391904.5.peg.2297	truncated Substrate-specific component BioY of biotin ECF transporter
fig|391904.5.peg.2298	Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)
fig|391904.5.peg.2299	hypothetical protein
fig|391904.5.peg.2300	Regulator of polyketide synthase expression
fig|391904.5.peg.2301	"Transcriptional regulator, IclR family"
fig|391904.5.peg.2302	"Transcriptional regulator, IclR family"
fig|391904.5.peg.2303	LSU ribosomal protein L1p (L10Ae)
fig|391904.5.peg.2304	LSU ribosomal protein L11p (L12e)
fig|391904.5.peg.2305	Transcription antitermination protein NusG
fig|391904.5.peg.2306	Protein translocase subunit SecE
fig|391904.5.peg.2307	Aspartate aminotransferase (EC 2.6.1.1)
fig|391904.5.peg.2308	Glutamate 5-kinase (EC 2.7.2.11)
fig|391904.5.peg.2309	GTP-binding protein Obg
fig|391904.5.peg.2310	LSU ribosomal protein L27p
fig|391904.5.peg.2311	LSU ribosomal protein L21p
fig|391904.5.peg.2312	Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)
fig|391904.5.peg.2313	"N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)"
fig|391904.5.peg.2314	putative membrane protein
fig|391904.5.peg.2315	hypothetical protein
fig|391904.5.peg.2316	L-fucose mutarotase (EC 5.1.3.29)
fig|391904.5.peg.2317	L-fuconolactone hydrolase
fig|391904.5.peg.2318	Fucose permease
fig|391904.5.peg.2319	"L-fuco-beta-pyranose dehydrogenase, type 2 (EC 1.1.1.122)"
fig|391904.5.peg.2320	L-fuconate dehydratase (EC 4.2.1.68)
fig|391904.5.peg.2321	"Predicted transcriptional regulator for fucose utilization, LacI family"
fig|391904.5.peg.2322	hypothetical protein
fig|391904.5.peg.2323	ATP-binding protein of ABC transporter system
fig|391904.5.peg.2324	hypothetical protein
fig|391904.5.peg.2325	Septum formation protein Maf
fig|391904.5.peg.2326	Homoserine kinase (EC 2.7.1.39)
fig|391904.5.peg.2327	Homoserine dehydrogenase (EC 1.1.1.3)
fig|391904.5.peg.2328	Diaminopimelate decarboxylase (EC 4.1.1.20)
fig|391904.5.peg.2329	Arginyl-tRNA synthetase (EC 6.1.1.19)
fig|391904.5.peg.2330	"Transcriptional regulator, LysR family"
fig|391904.5.peg.2331	"Cystathionine beta-lyase, type II (EC 4.4.1.8)"
fig|391904.5.peg.2332	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)
fig|391904.5.peg.2333	hypothetical protein
fig|391904.5.peg.2334	Uncharacterized NAD(FAD)-dependent dehydrogenase
fig|391904.5.peg.2335	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2)
fig|391904.5.peg.2336	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)
fig|391904.5.peg.2337	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)
fig|391904.5.peg.2338	hypothetical protein
fig|391904.5.peg.2339	"Transcriptional regulator, IclR family"
fig|391904.5.peg.2340	FIG00672316: hypothetical protein
fig|391904.5.peg.2341	FIG00424999: hypothetical protein
fig|391904.5.peg.2342	Polyphosphate kinase (EC 2.7.4.1)
fig|391904.5.peg.2343	probable MutT1 protein
fig|391904.5.peg.2344	hypothetical protein
fig|391904.5.peg.2345	"Lactose and galactose permease, GPH translocator family"
fig|391904.5.peg.2346	"Lactose and galactose permease, GPH translocator family"
fig|391904.5.peg.2347	Mobile element protein
fig|391904.5.peg.2348	"Exo-beta-(1-4)-galactosidase, GH2"
fig|391904.5.peg.2349	"Exo-alpha-L-(1-2)-fucosidase, GH95"
fig|391904.5.peg.2350	"Exo-alpha-L-(1-3/1-4)-fucosidase, GH29"
fig|391904.5.peg.2351	L-fucose mutarotase (EC 5.1.3.29)
fig|391904.5.peg.2352	Predicted 2-keto-3-deoxy-L-fuconate aldolase
fig|391904.5.peg.2353	"L-fuco-beta-pyranose dehydrogenase, type 2 (EC 1.1.1.122)"
fig|391904.5.peg.2354	L-fuconate dehydratase (EC 4.2.1.68)
fig|391904.5.peg.2355	hypothetical protein
fig|391904.5.peg.2356	"Type II HMOs transporter, permease protein 2"
fig|391904.5.peg.2357	"Type II HMOs transporter, permease protein 1"
fig|391904.5.peg.2358	"Type II HMOs transporter (Blon_2344) II, substrate-binding protein"
fig|391904.5.peg.2359	"Type II HMOs transporter, permease protein 2"
fig|391904.5.peg.2360	"Type II HMOs transporter, permease protein 1"
fig|391904.5.peg.2361	"Type II HMOs transporter (Blon_2347) I, substrate-binding protein"
fig|391904.5.peg.2362	"HMO cluster exo-alpha-(2-3/2-6)-sialidase, GH33"
fig|391904.5.peg.2363	N-acetylneuraminate lyase (EC 4.1.3.3)
fig|391904.5.peg.2364	hypothetical protein
fig|391904.5.peg.2365	"Predicted HMO transporter Blon_2350, substrate-binding protein"
fig|391904.5.peg.2366	"Predicted HMO transporter Blon_2351, substrate-binding protein"
fig|391904.5.peg.2367	hypothetical protein
fig|391904.5.peg.2368	"Predicted HMO transporter Blon_2352, substrate-binding protein"
fig|391904.5.peg.2369	hypothetical protein
fig|391904.5.peg.2370	hypothetical protein
fig|391904.5.peg.2371	"Predicted HMO transporter Blon_2354, substrate-binding protein"
fig|391904.5.peg.2372	"Exo-beta-(1-3/1-4)-N-acetylglucosaminidase, GH20"
fig|391904.5.peg.2373	hypothetical protein
fig|391904.5.peg.2374	"Glycerol-3-phosphate ABC transporter, periplasmic glycerol-3-phosphate-binding protein (TC 3.A.1.1.3)"
fig|391904.5.peg.2375	hypothetical protein
fig|391904.5.peg.2376	hypothetical protein
fig|391904.5.peg.2377	"ABC transporter, permease component 2"
fig|391904.5.peg.2378	"ABC transporter, permease component 1"
fig|391904.5.peg.2379	"ABC transporter, ATP-binding protein"
fig|391904.5.peg.2380	DUF1706 domain-containing protein
fig|391904.5.peg.2381	Uracil phosphoribosyltransferase (EC 2.4.2.9)
fig|391904.5.peg.2382	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase (EC 2.1.1.177)
fig|391904.5.peg.2383	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)
fig|391904.5.peg.2384	"Glycerol-3-phosphate ABC transporter, periplasmic glycerol-3-phosphate-binding protein (TC 3.A.1.1.3)"
fig|391904.5.peg.2385	hypothetical protein
fig|391904.5.peg.2386	"ABC transport system, permease protein 1"
fig|391904.5.peg.2387	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)
fig|391904.5.peg.2388	glutamyl-Q-tRNA synthetase
fig|391904.5.peg.2389	ClpB protein
fig|391904.5.peg.2390	"2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase"
fig|391904.5.peg.2391	UDP-galactopyranose mutase (EC 5.4.99.9)
fig|391904.5.peg.2392	"N-glycan acting exo-beta-mannosidase, GH5_18"
fig|391904.5.peg.2393	"Predicted N-glycan ABC transport system, permease protein 2"
fig|391904.5.peg.2394	"Predicted N-glycan ABC transport system, permease protein 1"
fig|391904.5.peg.2395	"Predicted N-glycan ABC transport system, substrate-binding protein"
fig|391904.5.peg.2396	Putative glycosyltransferase
fig|391904.5.peg.2397	Putative acyltransferase
fig|391904.5.peg.2398	hypothetical protein
fig|391904.5.peg.2399	hypothetical protein
fig|391904.5.peg.2400	glycosyl transferase family 8 protein
fig|391904.5.peg.2401	"Polysaccharide ABC transporter, ATP-binding protein"
fig|391904.5.peg.2402	rhamnose-containing polysacharide translocation permease
fig|391904.5.peg.2403	glycosyl transferase family 8 protein
fig|391904.5.peg.2404	UDP-glucose 6-dehydrogenase (EC 1.1.1.22)
fig|391904.5.peg.2405	"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)"
fig|391904.5.peg.2406	hypothetical protein
fig|391904.5.peg.2407	hypothetical protein
fig|391904.5.peg.2408	"ABC transporter, permease protein"
fig|391904.5.peg.2409	hypothetical protein
fig|391904.5.peg.2410	hypothetical protein
fig|391904.5.peg.2411	Predicted glutamine amidotransferase
fig|391904.5.peg.2412	Kup system potassium uptake protein
fig|391904.5.peg.2413	Putative deoxyribonuclease YcfH
fig|391904.5.peg.2414	hypothetical protein
fig|391904.5.peg.2415	Esterase/lipase
fig|391904.5.peg.2416	Sugar transporter
fig|391904.5.peg.2417	N-acetylmannosamine kinase (EC 2.7.1.60)
fig|391904.5.peg.2418	hypothetical protein
fig|391904.5.peg.2419	hypothetical protein
fig|391904.5.peg.2420	hypothetical protein
fig|391904.5.peg.2421	probable permease protein of ABC transporter system
fig|391904.5.peg.2422	probable permease protein of ABC transporter system
fig|391904.5.peg.2423	"archaeal ATPase, fused to C-terminal DUF234 domain"
fig|391904.5.peg.2424	Predicted ATPase (AAA+ superfamily)
fig|391904.5.peg.2425	"endo-1,4-beta-xylanase"
fig|391904.5.peg.2426	"Predicted b(1-4)-linked galactooligosaccharides ABC transporter, permease protein 2"
fig|391904.5.peg.2427	"Predicted b(1-4)-linked galactooligosaccharides ABC transporter, permease protein 1"
fig|391904.5.peg.2428	"Predicted b(1-4)-linked galactooligosaccharides ABC transporter, substrate-binding protein"
fig|391904.5.peg.2429	"Predicted transcriptional regulator of b(1-4)-linked galactooligosaccharides, LacI family"
fig|391904.5.peg.2430	"Exo-beta-(1-4)-galactosidase, GH42"
fig|391904.5.peg.2431	hypothetical protein
fig|391904.5.peg.2432	hypothetical protein
fig|391904.5.peg.2433	Oligopeptide-binding protein oppA
fig|391904.5.peg.2434	"oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal"
fig|391904.5.peg.2435	"Peptide ABC transporter, permease protein"
fig|391904.5.peg.2436	Binding-protein-dependent transport systems inner membrane component
fig|391904.5.peg.2437	Aminopeptidase C (EC 3.4.22.40)
fig|391904.5.peg.2438	hypothetical protein
fig|391904.5.peg.2439	hypothetical protein
fig|391904.5.peg.2440	Methionyl-tRNA synthetase (EC 6.1.1.10)
fig|391904.5.peg.2441	hypothetical protein
fig|391904.5.peg.2442	hypothetical protein
fig|391904.5.peg.2443	16S rRNA (cytidine(1402)-2&#39;-O)-methyltransferase (EC 2.1.1.198)
fig|391904.5.peg.2444	Mobile element protein
fig|391904.5.peg.2445	hypothetical protein
fig|391904.5.peg.2446	probable permease protein of ABC transporter system
fig|391904.5.peg.2447	probable permease protein of ABC transporter system
fig|391904.5.peg.2448	"Transcriptional regulator, MarR family"
fig|391904.5.peg.2449	Amino acid permease
fig|391904.5.peg.2450	large transmembrane protein possibly involved in transport
fig|391904.5.peg.2451	hypothetical protein
fig|391904.5.peg.2452	Aromatic amino acid transport protein AroP
fig|391904.5.peg.2453	4-hydroxybenzoate polyprenyltransferase and related prenyltransferases
fig|391904.5.peg.2454	"Maltose/maltodextrin ABC transporter, permease protein MalG"
fig|391904.5.peg.2455	"Maltose/maltodextrin ABC transporter, permease protein MalF"
fig|391904.5.peg.2456	"Maltodextrin utilization transcriptional regulator MalR1, LacI family"
fig|391904.5.peg.2457	"Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE"
fig|391904.5.peg.2458	putative phosphoglycerate mutase family protein
fig|391904.5.peg.2459	hypothetical protein
fig|391904.5.peg.2460	Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)
fig|391904.5.peg.2461	Phage infection protein
fig|391904.5.peg.2462	hypothetical protein
fig|391904.5.peg.2463	NAD-dependent protein deacetylase of SIR2 family
fig|391904.5.peg.2464	Threonine dehydratase (EC 4.3.1.19)
fig|391904.5.peg.2465	hypothetical protein
fig|391904.5.peg.2466	"Exo-alpha-(1-6)-glucosidase, GH13"
fig|391904.5.peg.2467	"Melibiose/Raffinose/Stachyose ABC transporter, permease protein 2 @ Panose/isomaltooligosaccharides ABC transporter, permease protein 2"
fig|391904.5.peg.2468	"Melibiose/Raffinose/Stachyose ABC transporter, permease protein 1 @ Panose/isomaltooligosaccharides ABC transporter, permease protein 1"
fig|391904.5.peg.2469	"Melibiose/Raffinose/Stachyose ABC transporter, substrate-binding protein @ Panose/isomaltooligosaccharides ABC transporter, substrate-binding protein"
fig|391904.5.peg.2470	"Raffinose utilization transcriptional regulator, ROK family"
fig|391904.5.peg.2471	"Exo-alpha-(1-6/1-4/1-3)-galactosidase, GH36"
fig|391904.5.peg.2472	tRNA-specific adenosine-34 deaminase (EC 3.5.4.33)
fig|391904.5.peg.2473	probable NhaP-type Na(+)/H(+) exchanger
fig|391904.5.peg.2474	possible phospholipase/carboxylesterase
fig|391904.5.peg.2475	hypothetical protein
fig|391904.5.peg.2476	Deoxycytidine triphosphate deaminase (EC 3.5.4.30) (dUMP-forming)
fig|391904.5.peg.2477	hypothetical protein
fig|391904.5.peg.2478	hypothetical protein
fig|391904.5.peg.2479	sodium:dicarboxylate symporter family
fig|391904.5.peg.2480	"Endo-beta-N-acetylglucosaminidase, GH18"
fig|391904.5.peg.2481	cation-transporting ATPase PacL
fig|391904.5.peg.2482	hypothetical protein
fig|391904.5.peg.2483	"PTS system, IIA component (EC 2.7.1.69)"
fig|391904.5.peg.2484	PTS system IIB component (EC 2.7.1.69) / PTS system IIC component (EC 2.7.1.69)
fig|391904.5.peg.2485	Major facilitator superfamily MFS_1
fig|391904.5.peg.2486	23S rRNA (guanosine(2251)-2&#39;-O)-methyltransferase (EC 2.1.1.185)
fig|391904.5.peg.2487	Chromosome segregation ATPases
fig|391904.5.peg.2488	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)
fig|391904.5.peg.2489	Putative glycosyltransferase
fig|391904.5.peg.2490	"Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)"
fig|391904.5.peg.2491	"Ribonucleotide reductase of class Ib (aerobic), alpha subunit (EC 1.17.4.1)"
fig|391904.5.peg.2492	Ribonucleotide reduction protein NrdI
fig|391904.5.peg.2493	"Glutaredoxin-like protein NrdH, required for reduction of Ribonucleotide reductase class Ib"
fig|391904.5.peg.2494	Tyrosine protein kinase:Serine/threonine protein kinase
fig|391904.5.peg.2495	hypothetical protein
fig|391904.5.peg.2496	Cell wall-binding protein
fig|391904.5.peg.2497	SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)
fig|391904.5.peg.2498	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)
fig|391904.5.peg.2499	hypothetical protein
fig|391904.5.peg.2500	CCA tRNA nucleotidyltransferase (EC 2.7.7.72)
fig|391904.5.peg.2501	Diadenosine hexaphosphate (Ap6A) hydrolase; Bis(5&#39;-nucleosyl)-tetraphosphatase (Ap4A) (Asymmetrical) (EC 3.6.1.17)
fig|391904.5.peg.2502	FIG01967133: Putative secreted protein
fig|391904.5.peg.2503	Proposed peptidoglycan lipid II flippase MurJ / Pseudokinase domain in MviN
fig|391904.5.peg.2504	Thioredoxin reductase (EC 1.8.1.9)
fig|391904.5.peg.2505	Chromosome (plasmid) partitioning protein ParB / Stage 0 sporulation protein J
fig|391904.5.peg.2506	Chromosome (plasmid) partitioning protein ParA / Sporulation initiation inhibitor protein Soj
fig|391904.5.peg.2507	16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170)
fig|391904.5.peg.2508	RNA-binding protein Jag
fig|391904.5.peg.2509	"Inner membrane protein translocase component YidC, short form OxaI-like"
fig|391904.5.peg.2510	Protein YidD
fig|391904.5.peg.2511	Ribonuclease P protein component (EC 3.1.26.5)
fig|391904.5.peg.2512	LSU ribosomal protein L34p
